id,type,text1,text2,text3,notes
HMI,FACTION,"Many cycles ago, a daring space miner called Haseo 'Hazard' Fuyutsuki set out into the Outer Rim to make his fortune with nothing by a Shepherd, some loose change and a dream. Today, the Company he founded holds an iron grip beyond the Core Worlds, always seeking more profit. Made up of adventurers, freebooters and mercenaries, Hazard Mining Incorporated is well known as a company where anyone can make their fortune. It is also well known for being rather... inethical in the acquisition of goods, luxuries and tech from the Outer Rim colonies. The Luddic Church often demands the destruction of the 'Soulless Machine', and other established factions are rendered nervous by the accusations of briganditry, banditry, protection racketteering, and possibly even genocide. But while the Company continues to churn out absurdedly high profits and an endless supply of raw goods, the major factions remain placated...for now...",,,
,,,,,
#PLANETS,,,,,
#Mercy,,,,,
hmi_nuriel,CUSTOM,"A toxic world swept by choking gases and corrosive atmosphere, Nuriel would be considered too hazardous to build any sort of permenant structure on. And yet, inexplicably, a large complex exists on the planet's surface. Said complex has mostly fallen into disrepair, with large sections having been lost over time. However, a portion of the facility was functional enough to allow the local Luddic Sect to set up a crude mining operation to tap into subterranean ore deposits, safe from the dangerous surface atmosphere.",,,
hmi_samiel,CUSTOM,"With an ocean rich in readily processed organic matter, Samiel is a key source of organics from the Outer Rim. Few people linger here for work, although if that is due to the hard conditions, regular Luddic Path raids, or... something else entirely... is unclear due to censorship by port authorities. Wildly known as the source of the mysterious hallucinogen, the Red Water.",,,
path_soul,CUSTOM,"A bizarre curiosity, Soul is a paradise of a planet that has no right to be so. Its position is too far from Mercy to support such a garden of Eden, and scans of the surface show no terraforming equipment. What is known very well is the violent Luddic Sect that has been on the world since time immemorial. Fanatical to the core, they continually try to cleanse Samiel and the Mercy system of the Unfaithful to 'Let the Sea of Souls lie still'.",,,
mercy_corpse,CUSTOM,"A station of unknown manufacturer, Corpse is a volatile skimming facility. It is clear that this was not the original function of the station, but since the local Luddic Sect repurposed the station its original purpose has been lost.",,,
hmi_mercy_station,CUSTOM,"An abandoned research station, built either to study some interesting local phenomenon or to study top secret sciences which are best kept far, far away from inhabited worlds. Considering the inherent bizarreness of the Mercy system, the presence of this station is unsurprsing. What is surprising is how OLD it is. Indeed, a cursory scan indicates that it has been drifting gradually out of the system for hundreds of cycles.",,,
,,,,,
#Kamikaze,,,,,
hmi_hurricane_station,CUSTOM,"After initial surveys of the outer atmosphere of Hurricane, it was discovered that the gas composition of the outer atmosphere was very similar to precursors of starship fuel. Whether this was a secret terraforming experiment by the Domain or a bizarre natural phenomenon, the result remains the same - the volatiles from Hurricane can be easily and radidly turned into economically viable product. While accessing these stocks directly could be troublesome under the best of times, the combination of neutron radiation, local piracy and strong magnetic fields made viable extraction impossible. However, it was discovered by Hazard Mining that the volatiles could be collected by capturing them when Hurricane is blasted by Kamikaze. To take advantage of this, this station was constructed, creatively named 'Fuyutsuki's Folly' due to the sheer ridiculousness of the location. Nevertheless, the large amount of volatiles produced by the station have quelled naysayers - for the time being.",,,
hmi_typhoon_station,CUSTOM,"Originally a small, independent colony built with the aim of leaving the worries of the Domain behind, this station turned to piracy due to repeated transgressions by Hazard Mining Incorporated. It's isolation is legendary, with those desperate to escape the attention of the Core worlds filling the station habs and finding  work in the dangerous mining operation in the shadow of Kamikaze.",,,
hmi_tornado_station,CUSTOM,"Born out of ingenuity, Port Rascal was originally a small outpost constructed to create a safe haven for the Pirate Dame Sorhyu-Langley to raid the Hazard Mining Company. Since her death, the outpost has steadily grown from refugees and scavengers into a surprisingly stable and somewhat legitimate polity. It even has a Luddic Church embassy, despite being a blatant pirate outpost.",,,
,,,,,
#Opuntia,,,,,
hmi_stripped,CUSTOM,"This planet has been thoroughly stripped by The Mess. Every single resource, no matter how remotely useful, has been extracted, leaving behind inert and useless detritus slowly accretioning into a planetoid.",,,
hmi_infested,CUSTOM,"Swarms of grey nanite clouds roam the surface of Cylindropuntia, slowly dissolving away the crust in a swirling swarm of silicon and quartz. Large, bulbous nanite vessels soak up the consumed resources, and drift up towards The Mess, fueling the haphazard and uncontrolled production of scrap materials. A truly horrific and terrible place.",,,
hmi_mess,CUSTOM,"No one is quite sure where The Mess came from, or how it came to be, but it is widely regarded to be one of the more disturbing objects in the Sector. An orbital habitat overrun by a nanite colony, The Mess has slowly been eating its way through the Opuntia system since before the Fall, spewing out random junk and miss-shapen machinery. The origin of the nanite colony is unknown, and many fear what may occur if another such nanite colony existed, and descended upon the Core Worlds. Occassionally releases swarms of infested ships.",,"On approach your comms is spammed by an insistent transmission. This is not by design - it appears that the transmitter, in order to convey it's message to any vessel that approached, transmits on all frequencies. Not just communication frequencies - ALL frequencies. Including, frustratingly enough, intership communication signals. The signal can be reduced, but the tinny sound continues to squawk through every single communication your make:

""Welcome traveller to Manchester, home of the Domain Resurgent! We are the last remnant of the Domain after the Calamitous Closure of the Gates. On seeing the calamity, the Wise Administrators of Manchester turned their sights to restoring the Domain, sending out Colony Protection Fleets, and setting out to terraform the sector. With the luscious farms of Exeter and the mighty forges of Devon, your every want and desire will be quenched, and soon the Domain will once again bring joy and prosperity to the Sector! Already our expeditions are selecting your future homes, the autonomous drones restructuring the imperfect worlds into lands of milk and honey! All are welcome and safe in the Domain Resurgent, the Last Remnant of Humanity's Domain!""",
hmi_station_cactorum,CUSTOM,"Hazard Mining Incorporated, seeing an opportunity, constructed Cactorum from the ample space junk floating around Opuntia. While it requires a lot of military presence to keep the station safe, Cactorum more than pays back its dues in scrap metals and Mess nanites all scavanged from the giant junk clouds produced by The Mess.",,,
,,,,,
#Obsidian,,,,,
hmi_pyrite,CUSTOM,"Hidden in the crags and broken crust of Pyrite lies the remaining assets of Omnicorp. Originally a competitor to Hazard Mining, Omnicorp was ruthlessly crushed by the Company. The survivors coalesced here, and with the situation rapidly deteriorating in-system have turned to privateering on Hazard miners to sustain themselves.",,,
hmi_bauxite,CUSTOM,"Before the company came to the Obsidian there were several small prospecting colonies across the system. After the Company arrived, the survivors had concentrated on Bauxite for protection. Taking on additional survivors of HMI atrocities in the Outer Rim, primarily Luddic colonists, Bauxite has become a crucial center of radical Luddic Resistance against the Company in the area.",,,
hmi_anthracite,CUSTOM,"Once the Company had 'displaced' the original colonists from Anthracite, the ruins were quickly seized by freebooters and mercenaries before the Company could stake their claim. Anthracite has steadily grown as a reaver port, fuelled by the goods illegally siezed from the Company, ore from independant miners in system, and refugees from the Outer Rim.",,,
hmi_galena,CUSTOM,"A scientific marvel, the planet of Galena is covered with a biosphere of complex life based on silicates. The surface of the planet is spotted with tall blocks of breathing crystal, glowing with a complicated array of neural activity. The complicated ecosystem is antithesis to human life, but nevertheless the possibility for scientific endeavour draws many adventurous scholars willing to brave the gauntlet of reavers. Naturally, Hazard Mining Incorporated has found a way to exploit the natural resources, the most expensive of which is the Quantum Liquid.",,,
,,,,,
#Hazard,,,,,
nevermore_station,CUSTOM,"An amalgam of found designs, constructed orbitals and salvaged technology, the Nevermore Station uses the blazing light of Hazard to fuel a ramshackle fuel production facility. Helmed by a small group of engineers and technicians, Nevermore Station is one of the smaller, if no more valued stations in the Outer Rim.",,,
planet_fuyutsuki,CUSTOM,"An arctic world of harsh, unforgiving woodlands, bleak tundras and towering mountains, Fuyutsuki is a world of adventure. Inside the heavily urbanized arcologies the elite of Fuyutsuki work away at the administration of the Outer Rim in relative comfort, while captains and prvateers gather and recruit for missions into the great unknown. Well known as an ideal place to disappear, there is a rather large population of retirees from the Core Worlds here.",,,
fuyutsuki_station_desc,CUSTOM,"Named after First Officer Gemima Andrews, who was lost during Hazard Fuyutsuki's initial and disastrous adventure into the Outer Rim, Gemima Starport is a rather contemplative place, with an arcology deck full of gardens and artificial forests. Below the arcology lies the hussle and bustle of captains meeting, traders selling and administrators adminstering.",,,
planet_timms,CUSTOM,"A deeply troubled world, Timms has a harsh jungle ecosystem, supported by an accidental run-away terraforming project that was activated cycles ago. Hazard Mining Incorporated has been dumping unwanted refugees, dissidents and Luddites here for cycles to die. Recently, a regime loyal to the Luddic Church seized control of the surviving population, bringing in support from the Core Systems. Due to direct support from the Church, vigorous conversion programs, and direct intervention by the Knights of Ludd, it looks as though the situation has stablilized somewhat on Timms - something that is deeply troubling to its nemesis, Fuyutsuki.",,,
,,,,,
#Manchester,,,,,
planet_manchester,CUSTOM,"A ruined planet that stands as the grave marker of the Domain Resurgent. Covered in blasted megalopolises and gigantic craters, the surface is still scorchingly radioactive from orbital bombardment. The atmosphere toxic as it is, thin and sear having been blown away from the horrifying bombardment.",,,
planet_dover,CUSTOM,"Originally a desertic world, this planet is the result of a runaway terraforming project. Even now the automated terraforming equipment continues to function, cooling the planet much more than the long-dead Domain Resurgent originally desired to produce this arctic world.",,,
domres_station_jump,CUSTOM,"A hulk of a station, it intermittently transmits messages welcoming refugees to the 'Domain Resurgent', with optimistic messages about the future in light of the collapse. The station itself is twisted and broken, however scans indicate some deeper sections are still intact.",,,
domres_station_mining,CUSTOM,"A collection station for the harvesting of Devon's moons and asteroids, it now lies dead and empty. There is some evidence of weapons scoring and damage to the super structure, however it appears this station is comparatively intact. Some salvage may remain aboard.",,,
domres_station_research,CUSTOM,"The prime controller of the terraforming project of Dover, this research station appears to be unusually unblemished and new compared with its possibly ancient age. Closer inspection suggests an active automous presence, which may be maintaining the facility. Some salvage may remain aboard.",,,
domres_station_orbital,CUSTOM,"Used to observe the planet of Cornwall to determine its suitability as a terraforming candidate, this station was haphazardly converted to accommodate a large number of people with a large number of hab rings for an unclear reason. These rings are now blasted open and crushed under weapons fire, the station spinning in a decaying orbit. Some salvage may remain aboard.",,,
,,,,,
domres_guard_probe,CUSTOM,"A comparatively simple structure constructed by the Domain Resurgent, this Guardian Post appears to be a hangar for automous defender drones. Despite being crippled from age and conflict, a fair number of drones remain active in its bays along with - if scans are correct - a fair amount of salvage.",,,
domres_guard_ship,CUSTOM,"A much larger defensive structure made by the Domain Resurgent, the Guardian Satelite contains more autonomous defensive systems. The hardy space-bourne base, despite being blown apart and haphazardly reconstructed by the autonomous systems, still appears to contain a bounty of loot in its holds, covetously collected for the long-dead Domain Resurgent.",,,
domres_guard_station,CUSTOM,"Broken and scarred, the Guardian Station drifts a battered  hulk. One of the many autonomous platforms the Domain Resurgent pinned its hopes on to protect them, it now lies ruined from combat and crippled by decades of floating in space. The autonomous station is surprisingly still functional - and might hold a large amount of loot and salvage in its holds.",Survivability,Fixes weapons and engines on activation.,
domres_guard_station_functional,CUSTOM,"Pristine and untouched, this fully functional Guardian Station possesses all of its combat modules and is very much active. A dangerous foe to combat, but almost guarantees a major haul of salvage and loot from its untouched holds.",Drone System,Activates 3 heavy support drones.,
,,,Attack,Increases fire rate at risk of weapons disabling.,
hmi_recon_relay_desc,CUSTOM,"Emitting a weak signal, this half-constructed fragment appears to have been built half-way by drones for some unknown purpose.",Attack,Increases output of energy weapons and improves flux venting.,
hmi_mirror_desc,CUSTOM,"A stellar mirror, that has fallen out of orbit with it's home planet - however, the construction of this one is remarkably odd, and it emits a weak signal.",Fighter,"Teleports all fighters back to the carrier, allowing them to be quickly refitted and relaunched.",
,,,Movement,"After a short preparation the engines are thrown into overdrive, propelling the ship forward with reckless abandon.",
#BEACONS,,,Movement,"After a short preparation the engines are thrown into overdrive, propelling the ship forward with Purity of Purpose in the Service of the Lord.",
HMI_DomRes_warning_beacon,CUSTOM,"A fully autonomous warning beacon. Contains a solid-state power system which enables theoretical operation and station-keeping half-life with an upwards range in the hundreds of thousands of cycles.

This one is a much older model, the emitted signal weak from age.",Movement,"After a short preparation the engines are thrown into overdrive, propelling the ship forward with Purity of Purpose in the Service of the Lord.",
HMI_DomResBoss_warning_beacon,CUSTOM,"A fully autonomous warning beacon. Contains a solid-state power system which enables theoretical operation and station-keeping half-life with an upwards range in the hundreds of thousands of cycles.

This one is a much older model, the emitted signal weak from age.",Support,Slows down target for 10 seconds,
HMI_RemMess_warning_beacon,CUSTOM,"A fully autonomous warning beacon. Contains a solid-state power system which enables theoretical operation and station-keeping half-life with an upwards range in the hundreds of thousands of cycles. Appears to have been interfered with recently.

The astute starship captain will heed well its warning.",Offensive,Briefly increases the damage dealt by all energy weapons.,
,,,Offensive,Briefly accelerates the ship into an enemy vessel at high speed., 
#COMMODITIES COMMODITIES COMMODITIES,,,Offensive,Increases the damage taken by the target ship. Generates a significant amount of flux when used.,
,,,Offensive,Teleports a heavy proximity mine to the target area. Usage requires the shield to be deactivated.,
red_water,RESOURCE,"Distilled from the organic mass on Samiel, this intensely hallucinigenic liquid purportedly enables one to speak with the dead. Considering the tragic times, this commodity is always in demand by the desperate and the guilty.",Offensive,Briefly overloads a nearby enemy ship. Power drain to activate the system reduces damage dealt by energy weapons.,
mess_nano,RESOURCE,"Captured and contained with hardened safety cases, this nanite suspension is highly sought after for being able to build anything from raw materials. Non-reuseable, this stuff is in high demand amongst the creative and the academic.",Movement,Briefly accelerates time. Comes with 3 charges that recharge over time.,
hmi_crystal,RESOURCE,"A strange material derived from the living crystal on Galena, this substance is able to radically improve circuitry and connectivity in computing systems. So called for supposedly being able to force a low-grade computer to output a calculation before it was entered, this material is eagerly desired by computing engineers everywhere.",,,
,,,,,
#SHIP SYSTEMS SHIP SYSTEMS SHIP SYSTEMS,,,,,
hmi_rapidrepair,SHIP_SYSTEM,"Tapping into underlying systems, damage control procedures and system shutdowns and reboots, this system repairs all weapons and engines back to full functionality, and renders weapons immune to damage for the duration of the activation.",,,
hmi_drone_heavy_borer,SHIP_SYSTEM,Releases three altered mining pods armed with long-range light autocannons and vulcan cannons. They remain close to screen the Shepherd from damage and provide fire support,,,
hmi_degradedammofeed,SHIP_SYSTEM,"The modifications to the Hammerhead to accommodate the larger cargo space have affected the ammunition feeder system. The current ammunition feeder still increases the fire rate of ballistic weapons, however the weapons tend to regularly break down when the system is activated.",,,
timefocus,SHIP_SYSTEM,"Using a primitive quantum system, the time-flow in the Marinas' flux systems is increased, making projectile energy weapons fire six times faster, beams hit six times faster with a six-fold increase in flux cost, and improve venting by a factor of six.",,,
hmi_recalldevice,SHIP_SYSTEM,"Teleports all fighters back to the carrier, allowing them to be quickly refitted and relaunched. Due to the degraded quality of the device, it takes 20 seconds before it can be used again.",,,
hmi_runaway,SHIP_SYSTEM,"After a short preparation the engines are thrown into overdrive, propelling the ship forward with reckless abandon.",,,
hmi_runaway_exodus,SHIP_SYSTEM,"After a short preparation the engines are thrown into overdrive, propelling the ship forward with reckless abandon.",,,
hmi_runaway_ons,SHIP_SYSTEM,"After a short preparation the engines are thrown into overdrive, propelling the ship forward with reckless abandon.",,,
hmi_timeaccelerator,SHIP_SYSTEM,Slows down timeflow of target ship by 65% for ten seconds.,,,
hmi_highenergyfocus,SHIP_SYSTEM,"Briefly increases the damage dealt by all energy weapons. The capacitor array stores multiple charges, which are slowly regenerated.",,,
hmi_drill_attack,SHIP_SYSTEM,Briefly accelerates the ship into an enemy vessel at high speed.,,,
hmi_entropyamplifier,SHIP_SYSTEM,Temporarily increases the damage taken by the target ship. Generates a significant amount of flux when used. Usage requires the shield to be deactivated.,,,
hmi_mine_strike,SHIP_SYSTEM,Teleports a heavy phase mine to the target area. The mine will slowly track nearby enemy ships and explodes a few seconds after its proximity trigger is activated. Usage requires the shield to be deactivated.,,,
hmi_acausaldisruptor,SHIP_SYSTEM,"Briefly overloads a nearby enemy ship. Power drain to activate the system reduces damage dealt by energy weapons. Usage requires the shield to be deactivated.

Exploits weakly acausal principles poorly understood even before the Collapse. In the present day, the effects may as well be magic.",,,
hmi_creep_drive,SHIP_SYSTEM,Briefly accelerates time. Comes with 3 charges that recharge over time.,,,
hmi_scandunt_emp,SHIP_SYSTEM,Releases a short burst of EMP arcs that intercept and disable nearby fighters and missiles.,,,
hmi_aureole_emp,SHIP_SYSTEM,Releases a burst of EMP arcs that intercept and disable nearby fighters and missiles. Has a long cool down.,,,
